sid,tid,score
UAV-681,UAV-1195,0.0
UAV-681,UAV-905,0.0
UAV-681,UAV-948,0.0
UAV-681,UAV-945,0.0
UAV-681,UAV-861,0.0
UAV-681,UAV-1017,0.0
UAV-681,UAV-1018,0.0
UAV-681,UAV-1012,0.0
UAV-681,UAV-1031,0.0
UAV-681,UAV-1015,0.0
UAV-681,UAV-1016,0.0
UAV-681,UAV-1013,0.0
UAV-681,UAV-1014,0.0
UAV-681,UAV-998,0.0
UAV-681,UAV-931,0.0
UAV-681,UAV-999,0.0
UAV-681,UAV-911,0.0
UAV-681,UAV-895,0.0
UAV-681,UAV-930,0.20679810923640296
UAV-563,UAV-1008,0.22689879816972514
UAV-563,UAV-1009,0.20516293457148033
UAV-563,UAV-1006,0.0
UAV-563,UAV-860,0.18526661573315933
UAV-563,UAV-1007,0.0
UAV-563,UAV-1406,0.0
UAV-563,UAV-1143,0.0
UAV-563,UAV-1022,0.0
UAV-563,UAV-1364,0.0
UAV-563,UAV-1144,0.10383036555097086
UAV-563,UAV-1142,0.0
UAV-563,UAV-1021,0.13050636668731336
UAV-563,UAV-1367,0.2154133282542959
UAV-563,UAV-1027,0.0
UAV-563,UAV-1005,0.0
UAV-563,UAV-1420,0.0
UAV-563,UAV-1365,0.0
UAV-563,UAV-1101,0.0
UAV-563,UAV-1002,0.0
UAV-563,UAV-1366,0.06532605038069517
UAV-563,UAV-1003,0.0
UAV-563,UAV-906,0.0
UAV-563,UAV-947,0.27189852820224564
UAV-563,UAV-1195,0.07304883316070167
UAV-563,UAV-905,0.0
UAV-563,UAV-948,0.0
UAV-563,UAV-945,0.0
UAV-563,UAV-861,0.0
UAV-563,UAV-1017,0.0
UAV-563,UAV-1018,0.09095299017719678
UAV-563,UAV-1012,0.17990378813605123
UAV-563,UAV-1031,0.0
UAV-563,UAV-1015,0.13442388384986909
UAV-563,UAV-1016,0.0
UAV-563,UAV-1013,0.0
UAV-563,UAV-1014,0.0
UAV-563,UAV-998,0.0
UAV-563,UAV-931,0.0
UAV-563,UAV-999,0.0
UAV-563,UAV-911,0.0
UAV-563,UAV-895,0.0
UAV-563,UAV-930,0.233446644441122
UAV-562,UAV-1008,0.0
UAV-562,UAV-1009,0.36646757196617263
UAV-562,UAV-1006,0.0
UAV-562,UAV-860,0.3309282301694995
UAV-562,UAV-1007,0.0
UAV-562,UAV-1406,0.0
UAV-562,UAV-1143,0.0
UAV-562,UAV-1022,0.0
UAV-562,UAV-1364,0.0
UAV-562,UAV-1144,0.0
UAV-562,UAV-1142,0.0
UAV-562,UAV-1021,0.0
UAV-562,UAV-1367,0.0
UAV-562,UAV-1027,0.0
UAV-562,UAV-1005,0.0
UAV-562,UAV-1420,0.0
UAV-562,UAV-1365,0.0
UAV-562,UAV-1101,0.0
UAV-562,UAV-1002,0.0
UAV-562,UAV-1366,0.0
UAV-562,UAV-1003,0.0
UAV-562,UAV-906,0.0
UAV-562,UAV-947,0.48567249079163877
UAV-562,UAV-1195,0.0
UAV-562,UAV-905,0.0
UAV-562,UAV-948,0.0
UAV-562,UAV-945,0.0
UAV-562,UAV-861,0.0
UAV-562,UAV-1017,0.0
UAV-562,UAV-1018,0.0
UAV-562,UAV-1012,0.32134900274964284
UAV-562,UAV-1031,0.0
UAV-562,UAV-1015,0.0
UAV-562,UAV-1016,0.0
UAV-562,UAV-1013,0.0
UAV-562,UAV-1014,0.0
UAV-562,UAV-998,0.0
UAV-562,UAV-931,0.0
UAV-562,UAV-999,0.0
UAV-562,UAV-911,0.0
UAV-562,UAV-895,0.0
UAV-562,UAV-930,0.18195314353492542
UAV-77,UAV-1008,0.0
UAV-77,UAV-1009,0.0
UAV-77,UAV-1006,0.0
UAV-77,UAV-860,0.0
UAV-77,UAV-1007,0.0
UAV-77,UAV-1406,0.0
UAV-77,UAV-1143,0.0
UAV-77,UAV-1022,0.0
UAV-77,UAV-1364,0.0
UAV-77,UAV-1144,0.0
UAV-77,UAV-1142,0.0
UAV-77,UAV-1021,0.0
UAV-77,UAV-1367,0.0
UAV-77,UAV-1027,0.0
UAV-77,UAV-1005,0.0
UAV-77,UAV-1420,0.0
UAV-77,UAV-1365,0.0
UAV-77,UAV-1101,0.0
UAV-77,UAV-1002,0.0
UAV-77,UAV-1366,0.0
UAV-77,UAV-1003,0.0
UAV-77,UAV-906,0.0
UAV-77,UAV-947,0.0
UAV-77,UAV-1195,0.0
UAV-77,UAV-905,0.0
UAV-77,UAV-948,0.0
UAV-77,UAV-945,0.0
UAV-77,UAV-861,0.0
UAV-77,UAV-1017,0.0
UAV-77,UAV-1018,0.0
UAV-77,UAV-1012,0.0
UAV-77,UAV-1031,0.0
UAV-77,UAV-1015,0.0
UAV-77,UAV-1016,0.0
UAV-77,UAV-1013,0.0
UAV-77,UAV-1014,0.0
UAV-77,UAV-998,0.0
UAV-77,UAV-931,0.0
UAV-77,UAV-999,0.0
UAV-77,UAV-911,0.0
UAV-77,UAV-895,0.0
UAV-77,UAV-930,0.0
UAV-1122,UAV-1008,0.13505138283870988
UAV-1122,UAV-1009,0.12211408013012194
UAV-1122,UAV-1006,0.027827706867050706
UAV-1122,UAV-860,0.11027168433873842
UAV-1122,UAV-1007,0.0
UAV-1122,UAV-1406,0.11352608279761138
UAV-1122,UAV-1143,0.037778951969806795
UAV-1122,UAV-1022,0.0
UAV-1122,UAV-1364,0.0
UAV-1122,UAV-1144,0.15230383495327973
UAV-1122,UAV-1142,0.03146764417790811
UAV-1122,UAV-1021,0.07767809011131688
UAV-1122,UAV-1367,0.15961527101898942
UAV-1122,UAV-1027,0.10061948139458109
UAV-1122,UAV-1005,0.0
UAV-1122,UAV-1420,0.0
UAV-1122,UAV-1365,0.02125643483864427
UAV-1122,UAV-1101,0.0
UAV-1122,UAV-1002,0.0
UAV-1122,UAV-1366,0.11706743921804678
UAV-1122,UAV-1003,0.0
UAV-1122,UAV-906,0.11945363812608738
UAV-1122,UAV-947,0.1618354637473914
UAV-1122,UAV-1195,0.11014608018894749
UAV-1122,UAV-905,0.038522527141606464
UAV-1122,UAV-948,0.13302203161742757
UAV-1122,UAV-945,0.053921513795995885
UAV-1122,UAV-861,0.28701822114398
UAV-1122,UAV-1017,0.027911806166532677
UAV-1122,UAV-1018,0.15246714734462719
UAV-1122,UAV-1012,0.1409541925432614
UAV-1122,UAV-1031,0.044145459618945615
UAV-1122,UAV-1015,0.17453128572970575
UAV-1122,UAV-1016,0.06806934271867685
UAV-1122,UAV-1013,0.0
UAV-1122,UAV-1014,0.0
UAV-1122,UAV-998,0.0822342291180427
UAV-1122,UAV-931,0.09486179731775515
UAV-1122,UAV-999,0.0
UAV-1122,UAV-911,0.0
UAV-1122,UAV-895,0.04010471690251148
UAV-1122,UAV-930,0.15812899616914078
UAV-1125,UAV-1008,0.1624434099963384
UAV-1125,UAV-1009,0.0
UAV-1125,UAV-1006,0.050296334962603745
UAV-1125,UAV-860,0.06834292122878997
UAV-1125,UAV-1007,0.023661429927815388
UAV-1125,UAV-1406,0.10386832453537106
UAV-1125,UAV-1143,0.03127541463652613
UAV-1125,UAV-1022,0.19615457575272122
UAV-1125,UAV-1364,0.0
UAV-1125,UAV-1144,0.01800582681465092
UAV-1125,UAV-1142,0.026050580230105223
UAV-1125,UAV-1021,0.11190936179055481
UAV-1125,UAV-1367,0.0259946648593631
UAV-1125,UAV-1027,0.12402832532453201
UAV-1125,UAV-1005,0.0
UAV-1125,UAV-1420,0.0
UAV-1125,UAV-1365,0.21841595922658205
UAV-1125,UAV-1101,0.028993227685456622
UAV-1125,UAV-1002,0.0433596836989256
UAV-1125,UAV-1366,0.10193317853612104
UAV-1125,UAV-1003,0.04273923587516727
UAV-1125,UAV-906,0.14892744492740942
UAV-1125,UAV-947,0.0
UAV-1125,UAV-1195,0.0939906759176648
UAV-1125,UAV-905,0.19984594214241766
UAV-1125,UAV-948,0.0
UAV-1125,UAV-945,0.08187100335349298
UAV-1125,UAV-861,0.02353995953291331
UAV-1125,UAV-1017,0.2726934716415188
UAV-1125,UAV-1018,0.16672641851197098
UAV-1125,UAV-1012,0.061225411190395325
UAV-1125,UAV-1031,0.03654594640438898
UAV-1125,UAV-1015,0.20151241075380086
UAV-1125,UAV-1016,0.08514984433632387
UAV-1125,UAV-1013,0.0
UAV-1125,UAV-1014,0.0
UAV-1125,UAV-998,0.13704922627628707
UAV-1125,UAV-931,0.23697816404977695
UAV-1125,UAV-999,0.17766653419902692
UAV-1125,UAV-911,0.044158458597034274
UAV-1125,UAV-895,0.033200805861660306
UAV-1125,UAV-930,0.01587846688290765
UAV-1123,UAV-1008,0.0
UAV-1123,UAV-1009,0.0
UAV-1123,UAV-1006,0.046028978360814175
UAV-1123,UAV-860,0.0
UAV-1123,UAV-1007,0.07990813718028825
UAV-1123,UAV-1406,0.2923545428079584
UAV-1123,UAV-1143,0.0
UAV-1123,UAV-1022,0.16969856505893305
UAV-1123,UAV-1364,0.13004038093263276
UAV-1123,UAV-1144,0.1740579962757193
UAV-1123,UAV-1142,0.0
UAV-1123,UAV-1021,0.28444503541347765
UAV-1123,UAV-1367,0.05193796963116025
UAV-1123,UAV-1027,0.17755070300232198
UAV-1123,UAV-1005,0.09143013173239073
UAV-1123,UAV-1420,0.0
UAV-1123,UAV-1365,0.10078133149946979
UAV-1123,UAV-1101,0.09791440425437989
UAV-1123,UAV-1002,0.11558884858691862
UAV-1123,UAV-1366,0.45996876499930117
UAV-1123,UAV-1003,0.0
UAV-1123,UAV-906,0.1899363469963994
UAV-1123,UAV-947,0.0
UAV-1123,UAV-1195,0.2749245831958752
UAV-1123,UAV-905,0.0
UAV-1123,UAV-948,0.0
UAV-1123,UAV-945,0.20565146648204838
UAV-1123,UAV-861,0.0
UAV-1123,UAV-1017,0.09993403516671298
UAV-1123,UAV-1018,0.19305022600987404
UAV-1123,UAV-1012,0.0
UAV-1123,UAV-1031,0.0
UAV-1123,UAV-1015,0.13219122927150775
UAV-1123,UAV-1016,0.0
UAV-1123,UAV-1013,0.0
UAV-1123,UAV-1014,0.0
UAV-1123,UAV-998,0.09111786498677021
UAV-1123,UAV-931,0.14998683313566655
UAV-1123,UAV-999,0.0
UAV-1123,UAV-911,0.07456481239736477
UAV-1123,UAV-895,0.0
UAV-1123,UAV-930,0.15745440386380216
UAV-1124,UAV-1008,0.0
UAV-1124,UAV-1009,0.0
UAV-1124,UAV-1006,0.09797053322859367
UAV-1124,UAV-860,0.0
UAV-1124,UAV-1007,0.08045312437261905
UAV-1124,UAV-1406,0.2936493307981991
UAV-1124,UAV-1143,0.026165230839708436
UAV-1124,UAV-1022,0.10529945078596445
UAV-1124,UAV-1364,0.05451217814920809
UAV-1124,UAV-1144,0.1647578758492797
UAV-1124,UAV-1142,0.021794097796963945
UAV-1124,UAV-1021,0.04103061252330228
UAV-1124,UAV-1367,0.02174731860634542
UAV-1124,UAV-1027,0.14683511675396627
UAV-1124,UAV-1005,0.0
UAV-1124,UAV-1420,0.0
UAV-1124,UAV-1365,0.014721941594008497
UAV-1124,UAV-1101,0.6441067972500266
UAV-1124,UAV-1002,0.0
UAV-1124,UAV-1366,0.2023677449253018
UAV-1124,UAV-1003,0.0
UAV-1124,UAV-906,0.17912284524017327
UAV-1124,UAV-947,0.0
UAV-1124,UAV-1195,0.11460271264061538
UAV-1124,UAV-905,0.02668022172755422
UAV-1124,UAV-948,0.0
UAV-1124,UAV-945,0.0797873250614596
UAV-1124,UAV-861,0.019693694945189875
UAV-1124,UAV-1017,0.06122314028320508
UAV-1124,UAV-1018,0.07923337893630715
UAV-1124,UAV-1012,0.023461050560600615
UAV-1124,UAV-1031,0.03057459461495608
UAV-1124,UAV-1015,0.01950233531605911
UAV-1124,UAV-1016,0.0
UAV-1124,UAV-1013,0.0
UAV-1124,UAV-1014,0.0
UAV-1124,UAV-998,0.0
UAV-1124,UAV-931,0.2852163235168769
UAV-1124,UAV-999,0.0
UAV-1124,UAV-911,0.0
UAV-1124,UAV-895,0.02777602661804957
UAV-1124,UAV-930,0.013284036557159817
UAV-689,UAV-1008,0.0
UAV-689,UAV-1009,0.0
UAV-689,UAV-1006,0.0
UAV-689,UAV-860,0.0
UAV-689,UAV-1007,0.0
UAV-689,UAV-1406,0.0
UAV-689,UAV-1143,0.0
UAV-689,UAV-1022,0.0
UAV-689,UAV-1364,0.0
UAV-689,UAV-1144,0.0
UAV-689,UAV-1142,0.0
UAV-689,UAV-1021,0.0
UAV-689,UAV-1367,0.0
UAV-689,UAV-1027,0.15585650696570988
UAV-689,UAV-1005,0.0
UAV-689,UAV-1420,0.0
UAV-689,UAV-1365,0.19534016047825029
UAV-689,UAV-1101,0.0
UAV-689,UAV-1002,0.0
UAV-689,UAV-1366,0.0
UAV-689,UAV-1003,0.0
UAV-689,UAV-906,0.0
UAV-689,UAV-947,0.0
UAV-689,UAV-1195,0.0
UAV-689,UAV-905,0.0
UAV-689,UAV-948,0.0
UAV-689,UAV-945,0.0
UAV-689,UAV-861,0.0
UAV-689,UAV-1017,0.0
UAV-689,UAV-1018,0.0
UAV-689,UAV-1012,0.0
UAV-689,UAV-1031,0.0
UAV-689,UAV-1015,0.0
UAV-689,UAV-1016,0.0
UAV-689,UAV-1013,0.0
UAV-689,UAV-1014,0.0
UAV-689,UAV-998,0.0
UAV-689,UAV-931,0.0
UAV-689,UAV-999,0.0
UAV-689,UAV-911,0.0
UAV-689,UAV-895,0.0
UAV-689,UAV-930,0.0
UAV-447,UAV-1008,0.0
UAV-447,UAV-1009,0.0
UAV-447,UAV-1006,0.0
UAV-447,UAV-860,0.0
UAV-447,UAV-1007,0.0
UAV-447,UAV-1406,0.0
UAV-447,UAV-1143,0.0
UAV-447,UAV-1022,0.0
UAV-447,UAV-1364,0.0
UAV-447,UAV-1144,0.25449395024768007
UAV-447,UAV-1142,0.0
UAV-447,UAV-1021,0.0
UAV-447,UAV-1367,0.0
UAV-447,UAV-1027,0.0
UAV-447,UAV-1005,0.0
UAV-447,UAV-1420,0.0
UAV-447,UAV-1365,0.0
UAV-447,UAV-1101,0.0
UAV-447,UAV-1002,0.0
UAV-447,UAV-1366,0.0
UAV-447,UAV-1003,0.0
UAV-447,UAV-906,0.0
UAV-447,UAV-947,0.0
UAV-447,UAV-1195,0.0
UAV-447,UAV-905,0.0
UAV-447,UAV-948,0.0
UAV-447,UAV-945,0.0
UAV-447,UAV-861,0.3327132573177416
UAV-447,UAV-1017,0.0
UAV-447,UAV-1018,0.0
UAV-447,UAV-1012,0.0
UAV-447,UAV-1031,0.0
UAV-447,UAV-1015,0.0
UAV-447,UAV-1016,0.0
UAV-447,UAV-1013,0.0
UAV-447,UAV-1014,0.0
UAV-447,UAV-998,0.0
UAV-447,UAV-931,0.0
UAV-447,UAV-999,0.0
UAV-447,UAV-911,0.0
UAV-447,UAV-895,0.0
UAV-447,UAV-930,0.0
UAV-670,UAV-1008,0.0
UAV-670,UAV-1009,0.0
UAV-670,UAV-1006,0.0
UAV-670,UAV-860,0.0
UAV-670,UAV-1007,0.0
UAV-670,UAV-1406,0.0
UAV-670,UAV-1143,0.0
UAV-670,UAV-1022,0.0
UAV-670,UAV-1364,0.0
UAV-670,UAV-1144,0.0
UAV-670,UAV-1142,0.0
UAV-670,UAV-1021,0.0
UAV-670,UAV-1367,0.0
UAV-670,UAV-1027,0.0
UAV-670,UAV-1005,0.0
UAV-670,UAV-1420,0.0
UAV-670,UAV-1365,0.0
UAV-670,UAV-1101,0.0
UAV-670,UAV-1002,0.0
UAV-670,UAV-1366,0.0
UAV-670,UAV-1003,0.0
UAV-670,UAV-906,0.0
UAV-670,UAV-947,0.0
UAV-670,UAV-1195,0.0
UAV-670,UAV-905,0.0
UAV-670,UAV-948,0.0
UAV-670,UAV-945,0.0
UAV-670,UAV-861,0.0
UAV-670,UAV-1017,0.0
UAV-670,UAV-1018,0.0
UAV-670,UAV-1012,0.0
UAV-670,UAV-1031,0.0
UAV-670,UAV-1015,0.0
UAV-670,UAV-1016,0.0
UAV-670,UAV-1013,0.0
UAV-670,UAV-1014,0.0
UAV-670,UAV-998,0.0
UAV-670,UAV-931,0.0
UAV-670,UAV-999,0.0
UAV-670,UAV-911,0.0
UAV-670,UAV-895,0.0
UAV-670,UAV-930,0.0
UAV-1259,UAV-1008,0.0
UAV-1259,UAV-1009,0.0
UAV-1259,UAV-1006,0.07278833804143248
UAV-1259,UAV-860,0.0
UAV-1259,UAV-1007,0.0
UAV-1259,UAV-1406,0.08846297309318026
UAV-1259,UAV-1143,0.09881759715117987
UAV-1259,UAV-1022,0.0
UAV-1259,UAV-1364,0.0
UAV-1259,UAV-1144,0.05689109357054136
UAV-1259,UAV-1142,0.0823092442626353
UAV-1259,UAV-1021,0.0
UAV-1259,UAV-1367,0.08213257442005228
UAV-1259,UAV-1027,0.14023052661303953
UAV-1259,UAV-1005,0.0
UAV-1259,UAV-1420,0.0
UAV-1259,UAV-1365,0.05560000225612921
UAV-1259,UAV-1101,0.0
UAV-1259,UAV-1002,0.0
UAV-1259,UAV-1366,0.035793675819985375
UAV-1259,UAV-1003,0.0
UAV-1259,UAV-906,0.07508938675086095
UAV-1259,UAV-947,0.0
UAV-1259,UAV-1195,0.08005033942646048
UAV-1259,UAV-905,0.10076255083431124
UAV-1259,UAV-948,0.0
UAV-1259,UAV-945,0.04201728190148647
UAV-1259,UAV-861,0.07437670339826002
UAV-1259,UAV-1017,0.07300831478148466
UAV-1259,UAV-1018,0.09967055489468125
UAV-1259,UAV-1012,0.08860478461831633
UAV-1259,UAV-1031,0.11547033512642346
UAV-1259,UAV-1015,0.30647958105280415
UAV-1259,UAV-1016,0.0
UAV-1259,UAV-1013,0.0
UAV-1259,UAV-1014,0.0
UAV-1259,UAV-998,0.0
UAV-1259,UAV-931,0.29393640002837185
UAV-1259,UAV-999,0.0
UAV-1259,UAV-911,0.0
UAV-1259,UAV-895,0.43650080173739775
UAV-1259,UAV-930,0.20875889439640566
UAV-1138,UAV-1008,0.0
UAV-1138,UAV-1009,0.0
UAV-1138,UAV-1006,0.0
UAV-1138,UAV-860,0.0
UAV-1138,UAV-1007,0.0
UAV-1138,UAV-1406,0.0
UAV-1138,UAV-1143,0.0
UAV-1138,UAV-1022,0.0
UAV-1138,UAV-1364,0.0
UAV-1138,UAV-1144,0.0
UAV-1138,UAV-1142,0.0
UAV-1138,UAV-1021,0.0
UAV-1138,UAV-1367,0.0
UAV-1138,UAV-1027,0.0
UAV-1138,UAV-1005,0.0
UAV-1138,UAV-1420,0.0
UAV-1138,UAV-1365,0.0
UAV-1138,UAV-1101,0.0
UAV-1138,UAV-1002,0.0
UAV-1138,UAV-1366,0.0
UAV-1138,UAV-1003,0.0
UAV-1138,UAV-906,0.0
UAV-1138,UAV-947,0.0
UAV-1138,UAV-1195,0.0
UAV-1138,UAV-905,0.0
UAV-1138,UAV-948,0.0
UAV-1138,UAV-945,0.0
UAV-1138,UAV-861,0.0
UAV-1138,UAV-1017,0.0
UAV-1138,UAV-1018,0.0
UAV-1138,UAV-1012,0.0
UAV-1138,UAV-1031,0.0
UAV-1138,UAV-1015,0.0
UAV-1138,UAV-1016,0.0
UAV-1138,UAV-1013,0.0
UAV-1138,UAV-1014,0.0
UAV-1138,UAV-998,0.0
UAV-1138,UAV-931,0.0
UAV-1138,UAV-999,0.0
UAV-1138,UAV-911,0.0
UAV-1138,UAV-895,0.0
UAV-1138,UAV-930,0.0
UAV-1139,UAV-1008,0.0
UAV-1139,UAV-1009,0.0
UAV-1139,UAV-1006,0.0
UAV-1139,UAV-860,0.0
UAV-1139,UAV-1007,0.0
UAV-1139,UAV-1406,0.0
UAV-1139,UAV-1143,0.0
UAV-1139,UAV-1022,0.0
UAV-1139,UAV-1364,0.0
UAV-1139,UAV-1144,0.0
UAV-1139,UAV-1142,0.0
UAV-1139,UAV-1021,0.0
UAV-1139,UAV-1367,0.0
UAV-1139,UAV-1027,0.0
UAV-1139,UAV-1005,0.0
UAV-1139,UAV-1420,0.0
UAV-1139,UAV-1365,0.0
UAV-1139,UAV-1101,0.0
UAV-1139,UAV-1002,0.0
UAV-1139,UAV-1366,0.0
UAV-1139,UAV-1003,0.0
UAV-1139,UAV-906,0.0
UAV-1139,UAV-947,0.0
UAV-1139,UAV-1195,0.0
UAV-1139,UAV-905,0.0
UAV-1139,UAV-948,0.0
UAV-1139,UAV-945,0.0
UAV-1139,UAV-861,0.0
UAV-1139,UAV-1017,0.0
UAV-1139,UAV-1018,0.0
UAV-1139,UAV-1012,0.0
UAV-1139,UAV-1031,0.0
UAV-1139,UAV-1015,0.0
UAV-1139,UAV-1016,0.0
UAV-1139,UAV-1013,0.0
UAV-1139,UAV-1014,0.0
UAV-1139,UAV-998,0.0
UAV-1139,UAV-931,0.0
UAV-1139,UAV-999,0.0
UAV-1139,UAV-911,0.0
UAV-1139,UAV-895,0.0
UAV-1139,UAV-930,0.0
UAV-672,UAV-1008,0.0
UAV-672,UAV-1009,0.0
UAV-672,UAV-1006,0.0
UAV-672,UAV-860,0.0
UAV-672,UAV-1007,0.0
UAV-672,UAV-1406,0.1448759666247381
UAV-672,UAV-1143,0.0
UAV-672,UAV-1022,0.0
UAV-672,UAV-1364,0.0
UAV-672,UAV-1144,0.0
UAV-672,UAV-1142,0.0
UAV-672,UAV-1021,0.2342159187443379
UAV-672,UAV-1367,0.0
UAV-672,UAV-1027,0.0
UAV-672,UAV-1005,0.0
UAV-672,UAV-1420,0.0
UAV-672,UAV-1365,0.18211244297000273
UAV-672,UAV-1101,0.0
UAV-672,UAV-1002,0.0
UAV-672,UAV-1366,0.23447746337942896
UAV-672,UAV-1003,0.0
UAV-672,UAV-906,0.0
UAV-672,UAV-947,0.0
UAV-672,UAV-1195,0.1310985816724817
UAV-672,UAV-905,0.0
UAV-672,UAV-948,0.0
UAV-672,UAV-945,0.27524710588282253
UAV-672,UAV-861,0.0
UAV-672,UAV-1017,0.0
UAV-672,UAV-1018,0.1632306430531234
UAV-672,UAV-1012,0.0
UAV-672,UAV-1031,0.0
UAV-672,UAV-1015,0.0
UAV-672,UAV-1016,0.0
UAV-672,UAV-1013,0.0
UAV-672,UAV-1014,0.0
UAV-672,UAV-998,0.0
UAV-672,UAV-931,0.0
UAV-672,UAV-999,0.0
UAV-672,UAV-911,0.0
UAV-672,UAV-895,0.0
UAV-672,UAV-930,0.0
UAV-551,UAV-1008,0.0
UAV-551,UAV-1009,0.0
UAV-551,UAV-1006,0.0
UAV-551,UAV-860,0.0
UAV-551,UAV-1007,0.0
UAV-551,UAV-1406,0.0
UAV-551,UAV-1143,0.0
UAV-551,UAV-1022,0.0
UAV-551,UAV-1364,0.0
UAV-551,UAV-1144,0.0
UAV-551,UAV-1142,0.0
UAV-551,UAV-1021,0.0
UAV-551,UAV-1367,0.0
UAV-551,UAV-1027,0.0
UAV-551,UAV-1005,0.0
UAV-551,UAV-1420,0.0
UAV-551,UAV-1365,0.0
UAV-551,UAV-1101,0.0
UAV-551,UAV-1002,0.0
UAV-551,UAV-1366,0.0
UAV-551,UAV-1003,0.0
UAV-551,UAV-906,0.0
UAV-551,UAV-947,0.0
UAV-551,UAV-1195,0.0
UAV-551,UAV-905,0.0
UAV-551,UAV-948,0.0
UAV-551,UAV-945,0.0
UAV-551,UAV-861,0.0
UAV-551,UAV-1017,0.0
UAV-551,UAV-1018,0.0
UAV-551,UAV-1012,0.0
UAV-551,UAV-1031,0.0
UAV-551,UAV-1015,0.0
UAV-551,UAV-1016,0.0
UAV-551,UAV-1013,0.0
UAV-551,UAV-1014,0.0
UAV-551,UAV-998,0.0
UAV-551,UAV-931,0.0
UAV-551,UAV-999,0.0
UAV-551,UAV-911,0.0
UAV-551,UAV-895,0.0
UAV-551,UAV-930,0.0
UAV-86,UAV-1008,0.0
UAV-86,UAV-1009,0.36646757196617263
UAV-86,UAV-1006,0.0
UAV-86,UAV-860,0.3309282301694995
UAV-86,UAV-1007,0.0
UAV-86,UAV-1406,0.0
UAV-86,UAV-1143,0.0
UAV-86,UAV-1022,0.0
UAV-86,UAV-1364,0.0
UAV-86,UAV-1144,0.0
UAV-86,UAV-1142,0.0
UAV-86,UAV-1021,0.0
UAV-86,UAV-1367,0.0
UAV-86,UAV-1027,0.0
UAV-86,UAV-1005,0.0
UAV-86,UAV-1420,0.0
UAV-86,UAV-1365,0.0
UAV-86,UAV-1101,0.0
UAV-86,UAV-1002,0.0
UAV-86,UAV-1366,0.0
UAV-86,UAV-1003,0.0
UAV-86,UAV-906,0.0
UAV-86,UAV-947,0.48567249079163877
UAV-86,UAV-1195,0.0
UAV-86,UAV-905,0.0
UAV-86,UAV-948,0.0
UAV-86,UAV-945,0.0
UAV-86,UAV-861,0.0
UAV-86,UAV-1017,0.0
UAV-86,UAV-1018,0.0
UAV-86,UAV-1012,0.32134900274964284
UAV-86,UAV-1031,0.0
UAV-86,UAV-1015,0.0
UAV-86,UAV-1016,0.0
UAV-86,UAV-1013,0.0
UAV-86,UAV-1014,0.0
UAV-86,UAV-998,0.0
UAV-86,UAV-931,0.0
UAV-86,UAV-999,0.0
UAV-86,UAV-911,0.0
UAV-86,UAV-895,0.0
UAV-86,UAV-930,0.18195314353492542
UAV-1254,UAV-1008,0.0
UAV-1254,UAV-1009,0.0
UAV-1254,UAV-1006,0.08443168147963301
UAV-1254,UAV-860,0.0
UAV-1254,UAV-1007,0.0
UAV-1254,UAV-1406,0.10261365718630919
UAV-1254,UAV-1143,0.11462462410533301
UAV-1254,UAV-1022,0.0
UAV-1254,UAV-1364,0.0
UAV-1254,UAV-1144,0.2246703489487593
UAV-1254,UAV-1142,0.09547556767206782
UAV-1254,UAV-1021,0.0
UAV-1254,UAV-1367,0.09527063742805626
UAV-1254,UAV-1027,0.0
UAV-1254,UAV-1005,0.0
UAV-1254,UAV-1420,0.0
UAV-1254,UAV-1365,0.06449387095614462
UAV-1254,UAV-1101,0.0
UAV-1254,UAV-1002,0.0
UAV-1254,UAV-1366,0.0415192916494123
UAV-1254,UAV-1003,0.0
UAV-1254,UAV-906,0.0871008097621471
UAV-1254,UAV-947,0.0
UAV-1254,UAV-1195,0.20449227810763623
UAV-1254,UAV-905,0.11688069580974961
UAV-1254,UAV-948,0.0
UAV-1254,UAV-945,0.0487384360957232
UAV-1254,UAV-861,0.08627412439685705
UAV-1254,UAV-1017,0.08468684606435593
UAV-1254,UAV-1018,0.11561402238605625
UAV-1254,UAV-1012,0.10277815311852315
UAV-1254,UAV-1031,0.13394116170355683
UAV-1254,UAV-1015,0.23756128272624638
UAV-1254,UAV-1016,0.15603740211136735
UAV-1254,UAV-1013,0.0
UAV-1254,UAV-1014,0.0
UAV-1254,UAV-998,0.1885079973409176
UAV-1254,UAV-931,0.3673861594638352
UAV-1254,UAV-999,0.0
UAV-1254,UAV-911,0.0
UAV-1254,UAV-895,0.12168119707172183
UAV-1254,UAV-930,0.05819469762350141
UAV-1010,UAV-1008,0.0
UAV-1010,UAV-1009,0.09360632725916906
UAV-1010,UAV-1006,0.17312554156655097
UAV-1010,UAV-860,0.14781050698693915
UAV-1010,UAV-1007,0.021909238338720247
UAV-1010,UAV-1406,0.18165133272739606
UAV-1010,UAV-1143,0.02895938730264285
UAV-1010,UAV-1022,0.07562199513101774
UAV-1010,UAV-1364,0.0
UAV-1010,UAV-1144,0.17818418039165868
UAV-1010,UAV-1142,0.024121465729861957
UAV-1010,UAV-1021,0.16868065801187596
UAV-1010,UAV-1367,0.02406969104049938
UAV-1010,UAV-1027,0.09251278663576093
UAV-1010,UAV-1005,0.0
UAV-1010,UAV-1420,0.0
UAV-1010,UAV-1365,0.03557424064906603
UAV-1010,UAV-1101,0.25230759529501023
UAV-1010,UAV-1002,0.04014878421758145
UAV-1010,UAV-1366,0.23812592897328683
